Name,ID,Pos,Squad,Min
Berg Guðmundsson Jóhann,f72293fc,"['RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'DM', 'AM', 'RW', 'RW', 'AM', 'LM', 'RW', 'LW', 'RM', 'RW', 'LW', 'RW', 'CM', 'LW', 'AM', 'RW', 'AM', 'DM', 'AM', 'RW', 'AM', 'AM', 'DM', 'WB', 'RM', 'AM', 'LW', 'AM', 'AM', 'DM', 'DM', 'AM', 'RW', 'AM', 'AM', 'AM', 'CM', 'DM', 'AM', 'CM', 'CM', 'CM', 'WB', 'RM', 'RM', 'RW', 'RW', 'RM', 'RM', 'CM', 'RM', 'RM', 'RM', 'RM', 'RB', 'RM', 'FW', 'CM', 'CM', 'CM', 'CM']","['is Iceland', 'Burnley']",3717.0
Berge Sander,d0b6129f,"['AM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'RW', 'CM', 'CM', 'RM', 'CM', 'CM', 'AM', 'RM', 'DM', 'RM', 'DM', 'CM', 'DM', 'CM', 'CB', 'CM', 'CM', 'CM', 'CM', 'CB', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM']","['no Norway', 'Sheffield Utd', 'Burnley']",5752.0
Beto,ed5c0319,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Udinese', 'Everton']",2760.0
Beyer Jordan,9af1f9ff,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Burnley'],3990.0
Bissouma Yves,6c203af0,"['CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'CM', 'AM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'RM', 'CM', 'DM', 'DM', 'DM', 'DM', 'CM']","['Tottenham', 'eng Tottenham', 'ml Mali']",2550.0
Boaitey Benicio,4c5835e6,"['AM', 'FW', 'AM', 'AM', 'LB', 'RM', 'RM', 'FW', 'DM', 'CB', 'RW']",['Brighton'],621.0
Bobb Oscar,eed2427e,"['CM', 'CM', 'FW', 'FW', 'FW', 'AM', 'RM', 'AM', 'FW', 'FW', 'CM', 'CM', 'FW', 'CM', 'FW', 'FW', 'FW', 'FW', 'CM', 'CM', 'AM', 'CM', 'FW', 'AM', 'RW', 'RW', 'DM', 'LM', 'AM', 'LW', 'RW', 'RW', 'AM', 'FW', 'FW', 'FW', 'FW', 'RW']","['no Norway', 'eng Manchester City', 'Manchester City']",2623.0
Bogarde Lamare,bca5c4a7,"['CM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'DM', 'CM', 'DM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM']","['Bristol Rovers', 'Aston Villa']",2173.0
Boly Willy,a4ac4b8f,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","[""Nott'ham Forest"", ""ci Côte d'Ivoire""]",2255.0
Botman Sven,ccce7025,"['CB', 'CM', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Newcastle Utd', 'eng Newcastle Utd']",4210.0
Bowen Jarrod,79c84d1c,"['RW', 'RM', 'AM', 'RW', 'RW', 'FW', 'RW', 'RW', 'FW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'AM', 'FW', 'RM', 'RW', 'RW', 'AM', 'RW', 'RW', 'RW', 'RW', 'LW', 'RW', 'AM', 'AM', 'RM', 'RW', 'RW', 'AM', 'AM', 'AM', 'AM', 'RW', 'RW', 'RW', 'AM', 'RM', 'RW', 'RW', 'RW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'FW', 'RW', 'RW', 'RW', 'FW', 'FW', 'FW', 'RW', 'FW', 'FW', 'RW', 'FW', 'AM', 'AM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'FW', 'RM', 'FW', 'RW', 'RW', 'FW', 'RW', 'RW', 'FW', 'RW', 'RW', 'RW', 'FW', 'FW', 'AM', 'FW', 'RW', 'RW', 'FW', 'AM', 'FW', 'RW', 'AM', 'RW', 'FW', 'FW', 'RW', 'FW']","['West Ham', 'eng England', 'eng West Ham']",6154.0
Bradley Conor,bbd67769,"['FW', 'RB', 'FW', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'RM', 'DM', 'AM', 'RB', 'RB', 'RM', 'RM', 'DM', 'DM', 'RM', 'RB', 'RB']","['eng Liverpool', 'Bolton', 'nir Northern Ireland']",4546.0
Branthwaite Jarrad,c1949191,"['CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'LB', 'LW', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['nl PSV Eindhoven', 'Everton', 'PSV Eindhoven', 'Jong PSV']",3736.0
Brierley Ethan,c2c5ecda,"['CM', 'DM', 'DM', 'RM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM']",['Rochdale'],1514.0
Broja Armando,97220da2,"['FW', 'FW', 'FW', 'FW', 'CM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'RW']","['al Albania', 'eng Chelsea', 'Chelsea']",957.0
Brooking Joshua,330f638c,"['CB', 'RB', 'RB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'CB', 'CB', 'CB']",['Chelsea'],1513.0
Brownhill Josh,47369df8,"['LW', 'RM', 'CM', 'RM', 'RM', 'LM', 'RM', 'AM', 'DM', 'AM', 'AM', 'AM', 'AM', 'RM', 'AM', 'AM', 'AM', 'DM', 'DM', 'DM', 'AM', 'RM', 'AM', 'AM', 'RW', 'LM', 'AM', 'AM', 'AM', 'LM', 'LM', 'DM', 'DM', 'AM', 'DM', 'AM', 'DM', 'LW', 'AM', 'DM', 'DM', 'DM', 'DM', 'DM', 'LM', 'DM', 'DM', 'DM', 'DM', 'AM', 'CM', 'DM', 'CM', 'LM', 'CM', 'DM', 'LM', 'AM', 'LM', 'DM', 'LM', 'DM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM']",['Burnley'],5135.0
Bruun Larsen Jacob,4e204552,"['FW', 'FW', 'CM', 'FW', 'FW', 'FW', 'WB', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'RM', 'RW', 'WB', 'LM', 'AM', 'RW', 'RW', 'LW', 'RW', 'RW', 'LW', 'CM', 'LM', 'RM', 'RM', 'LM', 'RM', 'FW', 'AM', 'LM']","['Burnley', 'Hoffenheim']",1003.0
Buendía Emi,66b76d44,"['LW', 'AM', 'CM', 'LW', 'AM', 'LW', 'AM', 'LM', 'AM', 'RW', 'RW', 'AM', 'RW', 'FW', 'AM', 'AM', 'AM', 'AM', 'LM', 'FW', 'LM', 'LM', 'AM', 'AM', 'LM', 'FW', 'AM', 'LM', 'LW', 'LM', 'LM', 'FW', 'FW', 'AM', 'AM', 'AM', 'FW', 'LM', 'AM', 'AM', 'AM', 'AM', 'FW', 'FW', 'AM', 'AM']",['Aston Villa'],2412.0
Bueno Hugo,bfc3b3a0,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'WB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'WB', 'LM', 'LM', 'LM']","['Wolverhampton Wanderers', 'Wolves']",2163.0
Bueno Santiago,edc98fac,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['Wolves', 'uy Uruguay', 'Wolverhampton Wanderers', 'Girona']",3550.0
Buonanotte Facundo,468a7a91,"['CM', 'RM', 'LM', 'RW', 'CM', 'RM', 'LM', 'AM', 'LW', 'RM', 'RM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'AM', 'RM', 'RM', 'CM', 'RW', 'RM', 'FW', 'RM', 'RW', 'RW', 'RW', 'RW', 'RW', 'RW', 'RM', 'RW', 'RM', 'AM', 'RW', 'RW', 'RW', 'RW', 'FW', 'RW', 'RM', 'RM', 'AM', 'FW', 'RW', 'AM', 'CM', 'CM', 'RW', 'AM', 'RW', 'RW', 'AM', 'CM', 'DM', 'AM', 'FW', 'AM']","['ar Argentina', 'eng Brighton', 'Brighton', 'Rosario Cent']",2905.0
Burn Dan,b2d31e83,"['CB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'CB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB']","['Newcastle Utd', 'eng Newcastle Utd']",4931.0
Burstow Mason,dab84ad2,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'RM', 'FW', 'LM', 'AM', 'RB', 'FW', 'FW']","['Sunderland', 'Chelsea']",2491.0
Butler-Oyedeji Nathan,3a686640,"['FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'AM', 'AM', 'FW', 'FW', 'FW']","['Arsenal', ""Acc'ton Stanley""]",1295.0
Calvert-Lewin Dominic,59e6e5bf,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']",['Everton'],2190.0
Campbell Chem,6f711f67,"['FW', 'FW', 'FW', 'AM', 'RM', 'FW', 'CM', 'RW', 'FW', 'LW', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'AM', 'CM', 'CM', 'CM', 'CM', 'FW']","['Wycombe', 'Wolverhampton Wanderers', 'Charlton Ath', 'Wolves']",1789.0
Campbell Elijah,48ba3f58,"['CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']",['Everton'],1995.0
Cancelo João,bd6351cd,"['LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LB', 'RB', 'RB', 'LB', 'LB', 'WB', 'LB', 'LB', 'LB', 'RW', 'WB', 'RW', 'LB', 'RB', 'RW', 'RB', 'LB', 'LW', 'RW', 'RW', 'CM', 'RB', 'WB', 'RW', 'LB', 'RB', 'LB', 'LW', 'LW', 'CM', 'RW', 'LB', 'LB', 'LB', 'LB', 'WB', 'LB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'LB', 'RB', 'RB', 'WB', 'RB', 'LB', 'RB', 'RB', 'RB', 'LB', 'LB', 'RB', 'RW', 'LB', 'LB', 'LB', 'DM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'WB', 'LB', 'RB', 'RB', 'LB', 'LB', 'RB', 'LB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'DM', 'LB', 'LB', 'RB']","['es Barcelona', 'de Bayern Munich', 'Barcelona', 'pt Portugal', 'Bayern Munich', 'eng Manchester City', 'Manchester City']",6168.0
Cannon Thomas,4506aec5,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW']","['Leicester City', 'Everton', 'Preston']",2810.0
Canós Sergi,1137759d,"['FW', 'WB', 'RW', 'FW', 'FW', 'AM', 'LW', 'AM', 'AM', 'AM', 'LW', 'FW', 'LW', 'LM', 'LM', 'LW', 'LM', 'FW', 'RM', 'FW', 'LM', 'RM', 'FW', 'AM']","['Olympiacos', 'Valencia', 'Brentford']",910.0
Carlos Diego,b4a014b1,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB']","['eng Aston Villa', 'Aston Villa']",1214.0
Carvalho Fabio,966e28d0,"['LW', 'LW', 'LM', 'LW', 'RM', 'LM', 'LM', 'FW', 'LW', 'RM', 'LM', 'LM', 'LW', 'LW', 'DM', 'LM', 'LM', 'LW', 'FW', 'FW', 'FW', 'FW', 'CM', 'AM', 'LM', 'FW', 'RM', 'AM', 'AM', 'AM', 'LM', 'RM', 'LM', 'RB', 'AM']","['eng Liverpool', 'RB Leipzig', 'de RB Leipzig', 'Liverpool']",1081.0
Casemiro,4d224fe8,"['CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CB', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CB', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CB', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM']","['Manchester Utd', 'es Real Madrid', 'Real Madrid', 'br Brazil', 'eng Manchester Utd']",5929.0
Casey Kaelan,cd4b2c5f,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['eng West Ham', 'West Ham United']",2148.0
Cash Matty,2389cdc2,"['RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'RW', 'RB', 'RB', 'RM', 'RM', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RW', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RW', 'RB', 'WB', 'WB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RM', 'RB', 'RB', 'RB', 'RB', 'RM', 'RB', 'RB', 'DM', 'RB', 'RB', 'WB', 'DM', 'RB', 'RB', 'RB', 'RB']","['eng Aston Villa', 'Aston Villa', 'pl Poland']",4120.0
Castledine Leo,1c86192d,"['FW', 'RB', 'RB', 'AM', 'FW', 'AM', 'AM', 'AM', 'CM', 'CM', 'AM', 'AM', 'AM', 'AM']",['Chelsea'],1200.0
Castro Jonny,e28868f3,"['RB', 'RB', 'CB', 'LB', 'LB', 'RB', 'RB', 'RB', 'LB', 'CB', 'LB', 'RB', 'RB', 'RB', 'RM', 'RB', 'LB', 'RB', 'WB', 'LB', 'LB', 'LB', 'WB', 'RB', 'LB', 'CB', 'LB', 'LM', 'RM', 'CB']",['Wolves'],1800.0
Chalobah Trevoh,5515376c,"['RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'RB', 'CB', 'CB', 'RB', 'CB', 'RM', 'RB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'CB', 'CB', 'RB', 'RB', 'CB', 'WB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB']","['eng Chelsea', 'Chelsea']",2295.0
Chambers Calum,dc6f5bdd,"['CB', 'CB', 'RB', 'RB', 'CM', 'AM', 'CB', 'DM', 'DM', 'DM', 'RB', 'RB', 'RB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB', 'RB', 'RB']","['eng Aston Villa', 'Aston Villa']",801.0
Chambers Luke,7d6af698,"['LB', 'LB', 'LB', 'LB', 'LB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB', 'DM', 'LM', 'LM', 'LB', 'CB', 'CB', 'LB', 'CM', 'CM', 'LM', 'CB', 'CB', 'CB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LB']","['eng Liverpool', 'Kilmarnock', 'Liverpool']",3001.0
Charles Shea,5cc3ce65,"['CM', 'CM', 'CM', 'CB', 'CM', 'CB', 'CM', 'DM', 'CM', 'LB', 'CM', 'CM', 'CM', 'CM', 'CB', 'CM', 'CM', 'CM', 'CM', 'CB', 'CM', 'CB', 'DM', 'CM', 'CB', 'CB', 'CB', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'LM', 'CM', 'CB', 'CM', 'RB', 'CB', 'CB', 'RM', 'LM', 'CM', 'RM', 'LM', 'CM', 'RM', 'LM', 'RM', 'RM', 'CM', 'RM', 'LM', 'RM', 'RM', 'CM', 'RM', 'CM', 'CM', 'DM', 'DM', 'CM', 'DM', 'CM']","['Southampton', 'Manchester City', 'nir Northern Ireland']",4315.0
Chermiti Youssef,890f108d,"['FW', 'FW', 'RW', 'FW', 'RW', 'AM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW']","['pt Sporting CP', 'Sporting CP', 'Everton']",1072.0
Chilwell Ben,d2424d1b,"['LM', 'LB', 'LW', 'WB', 'WB', 'LM', 'WB', 'LB', 'WB', 'LB', 'WB', 'LB', 'LM', 'WB', 'LB', 'LB', 'LB', 'LB', 'LB', 'LM', 'LM', 'WB', 'LM', 'WB', 'CB', 'LB', 'LB', 'LB', 'WB', 'LB', 'LB', 'LM', 'WB', 'WB', 'LB', 'LB', 'WB', 'WB', 'WB', 'WB', 'LM', 'WB', 'LB', 'LB', 'LB', 'LB']","['eng England', 'eng Chelsea', 'Chelsea']",2660.0
Chirewa Tawanda,34721c11,"['CM', 'AM', 'AM']",['Wolverhampton Wanderers'],270.0
Chukwuemeka Carney,b2f9c73e,"['DM', 'CM', 'LM', 'AM', 'AM', 'AM', 'LW', 'LW', 'AM', 'AM', 'LW', 'LW', 'LW', 'RM', 'CM', 'DM', 'AM', 'AM']",['Chelsea'],635.0
Clark Bobby,73341ace,"['CM', 'CM', 'LM', 'CM', 'CM', 'FW', 'FW', 'CM', 'FW', 'CM', 'CM', 'FW', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'CM', 'FW', 'CM', 'CM']",['Liverpool'],2182.0
Clyne Nathaniel,0442183b,"['RB', 'RB', 'LB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'DM', 'LB', 'RB', 'LB', 'RB', 'LB', 'LB', 'RB', 'RB', 'RB']",['Crystal Palace'],2493.0
Coady Conor,2928dca2,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'LB', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'CB', 'CB', 'CB']","['Leicester City', 'eng England', 'Everton']",2689.0
Coleman Séamus,0420d84f,"['RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'RB', 'RB', 'WB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'LB', 'CB', 'CB', 'RB', 'DM', 'RB', 'RB']","['ie Rep. of Ireland', 'Everton']",2242.0
Collins Nathan,a8c19eb8,"['CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CM', 'CB', 'CB', 'CB', 'CB', 'CB', 'RB', 'CB', 'RB', 'RB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB', 'CB']","['ie Rep. of Ireland', 'Brentford', 'Wolves']",4704.0
Cork Jack,74e12f1e,"['CM', 'CM', 'RM', 'CM', 'CM', 'CM', 'CM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'DM', 'AM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'CM', 'DM', 'DM', 'DM', 'AM', 'DM', 'CM', 'AM', 'AM', 'CM', 'DM', 'DM', 'RW', 'DM', 'DM', 'DM', 'DM', 'CM', 'CB']",['Burnley'],2794.0
Cornet Maxwel,beb391dd,"['RW', 'LW', 'FW', 'FW', 'LW', 'LW', 'LW', 'LW', 'DM', 'LW', 'FW', 'FW', 'FW', 'FW', 'LW', 'LW', 'FW', 'LW', 'LW', 'LM', 'AM', 'LW', 'FW', 'DM', 'RW', 'AM', 'LW', 'AM', 'LW', 'LW', 'RW', 'RW']","['West Ham', 'eng West Ham', 'West Ham United', ""ci Côte d'Ivoire""]",866.0
Costa Diego,a190d597,"['FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'LM', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'FW', 'AM', 'FW', 'CB', 'FW', 'FW', 'FW', 'FW']","['Botafogo (RJ)', 'br Botafogo (RJ)', 'Wolves']",1928.0
Coufal Vladimír,fdf3cb77,"['RB', 'RB', 'RB', 'WB', 'RB', 'RB', 'WB', 'RB', 'RB', 'RB', 'RM', 'WB', 'RW', 'RB', 'WB', 'RB', 'RB', 'RB', 'WB', 'WB', 'WB', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RM', 'RM', 'RM', 'RM', 'CB', 'RB', 'WB', 'RM', 'RB', 'WB', 'RM', 'RB', 'RM', 'RM', 'RB', 'RB', 'RM', 'RM', 'WB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'RB', 'WB', 'RB', 'RM', 'RB', 'RM', 'RB', 'RB', 'DM', 'RB']","['West Ham', 'eng West Ham', 'cz Czech Republic']",6120.0
Coutinho Philippe,0ef89a37,"['LW', 'AM', 'AM', 'LW', 'AM', 'AM', 'LM', 'LW', 'AM', 'AM', 'LW', 'LW', 'LW', 'AM', 'AM', 'LM', 'CM', 'LW', 'LW', 'LM', 'FW', 'LM', 'AM', 'LM', 'LM', 'FW', 'FW', 'FW', 'AM']",['Aston Villa'],948.0
